user_id,timestamp,is_gone,correct,wrong,discovered,passed,started_attempt,viewed,unique_days,passed_course
4561,1463747273,True,0.0,0.0,1,1,0,47,18,False
4563,1456706696,True,0.0,0.0,5,4,0,8,4,False
4565,1526450647,False,41.0,23.0,148,130,67,451,9,False
4566,1523988545,True,0.0,0.0,1,1,0,1,1,False
4567,1499918586,True,16.0,46.0,43,42,17,200,30,False
4568,1489440353,True,9.0,8.0,31,31,9,83,10,False
4571,1462909647,True,2.0,0.0,12,12,2,17,5,False
4572,1511310392,True,36.0,22.0,101,97,47,340,14,False
4575,1442498660,True,28.0,50.0,70,69,45,136,28,False
4576,1474012873,True,0.0,0.0,1,0,0,1,1,False
4577,1437425031,True,0.0,0.0,2,2,0,2,1,False
4578,1485767720,True,94.0,33.0,198,198,95,424,15,True
4579,1436027254,True,0.0,0.0,1,0,0,1,1,False
4580,1517932661,True,75.0,85.0,198,196,89,354,16,True
4581,1521985121,True,0.0,0.0,1,0,1,1,1,False
4582,1481659334,True,0.0,0.0,1,1,0,1,1,False
4583,1459852606,True,0.0,0.0,1,1,0,1,1,False
4584,1480845975,True,3.0,0.0,19,16,3,22,2,False
4585,1491945823,True,78.0,89.0,198,198,95,477,21,True
4586,1495373507,True,0.0,0.0,1,1,0,1,1,False
4587,1455199733,True,0.0,0.0,1,0,0,1,1,False
4588,1488801883,True,0.0,0.0,1,1,0,1,1,False
4589,1490709450,True,30.0,33.0,68,68,30,113,12,False
4590,1439214134,True,0.0,0.0,3,3,0,3,1,False
4591,1482851343,True,2.0,0.0,10,10,2,10,1,False
4592,1462457290,True,0.0,0.0,1,1,0,1,1,False
4596,1448806846,True,0.0,0.0,1,0,0,1,1,False
4597,1486408258,True,0.0,0.0,2,2,0,2,1,False
4598,1499629275,True,0.0,0.0,1,1,0,1,1,False
4599,1495389666,True,0.0,0.0,7,3,0,9,3,False
4601,1501599276,True,36.0,22.0,86,86,39,227,6,False
4602,1513462763,True,1.0,4.0,20,14,11,28,2,False
4605,1436814423,True,39.0,42.0,100,98,62,121,6,False
4606,1508300437,True,2.0,1.0,10,9,3,10,1,False
4607,1500059774,True,2.0,0.0,11,11,2,17,7,False
4608,1436679797,True,0.0,0.0,2,1,0,2,1,False
4609,1463732336,True,0.0,0.0,5,5,0,5,1,False
4610,1515849326,True,77.0,20.0,195,198,101,355,27,True
4611,1515858168,True,0.0,0.0,14,11,3,14,1,False
4612,1520432258,True,2.0,0.0,81,54,32,128,3,False
4613,1456849630,True,0.0,0.0,1,0,0,1,1,False
4614,1514964384,True,5.0,3.0,18,17,7,52,5,False
4615,1525796572,False,9.0,42.0,34,30,13,180,10,False
4617,1488908671,True,0.0,0.0,1,1,0,1,1,False
4618,1441175926,True,0.0,0.0,2,2,0,3,1,False
4619,1519066477,True,2.0,0.0,12,12,2,12,1,False
4620,1455086922,True,30.0,40.0,73,72,30,144,6,False
4621,1526761604,False,0.0,0.0,4,4,0,5,2,False
4622,1452277019,True,2.0,0.0,7,7,2,7,1,False
4624,1497160018,True,0.0,0.0,7,6,1,11,1,False
4625,1454496705,True,8.0,0.0,23,23,8,23,1,False
4631,1476862169,True,0.0,0.0,1,0,0,1,1,False
4632,1517658238,True,0.0,0.0,1,1,0,1,1,False
4633,1508276418,True,0.0,0.0,1,1,0,1,1,False
4634,1501038078,True,52.0,44.0,132,130,70,215,9,False
4636,1520608575,True,19.0,27.0,64,62,22,224,13,False
4637,1455381677,True,0.0,0.0,1,0,0,1,1,False
4638,1506510293,True,0.0,0.0,1,0,1,1,1,False
4639,1458761289,True,0.0,0.0,2,2,0,2,1,False
4641,1517221675,True,0.0,0.0,5,5,0,6,1,False
4642,1475704906,True,0.0,0.0,1,1,0,1,1,False
4644,1494571057,True,0.0,0.0,1,1,0,1,1,False
4645,1490876298,True,37.0,37.0,104,100,72,290,11,False
4646,1493551292,True,23.0,17.0,129,103,28,213,7,False
4647,1491179002,True,0.0,0.0,2,2,0,2,1,False
4648,1488193175,True,9.0,48.0,36,36,15,81,11,False
4649,1436626295,True,0.0,0.0,1,1,0,1,1,False
4653,1479401409,True,36.0,33.0,84,84,37,173,44,False
4654,1479107779,True,78.0,58.0,183,183,84,324,18,True
4655,1505474269,True,17.0,47.0,63,57,25,172,8,False
4656,1435873905,True,0.0,0.0,1,1,0,1,1,False
4657,1476646485,True,0.0,0.0,1,1,0,1,1,False
4658,1445454376,True,0.0,0.0,10,8,0,13,2,False
4659,1444492269,True,0.0,0.0,1,1,0,1,1,False
4660,1526239720,False,0.0,0.0,1,0,1,1,1,False
4661,1482020119,True,0.0,0.0,1,0,0,2,1,False
4662,1480705778,True,1.0,2.0,14,11,3,14,1,False
4663,1502893103,True,28.0,44.0,76,73,33,233,25,False
4664,1503428978,True,3.0,1.0,15,14,4,22,3,False
4665,1526571352,False,1.0,2.0,10,9,3,13,1,False
4669,1441609091,True,1.0,0.0,4,4,1,4,1,False
4670,1522690345,True,0.0,0.0,2,2,0,4,1,False
4673,1435680403,True,75.0,29.0,193,193,85,255,5,True
4674,1442913255,True,0.0,0.0,23,15,2,99,21,False
4675,1503756834,True,0.0,0.0,10,8,0,17,3,False
4678,1488983850,True,8.0,0.0,31,29,9,39,3,False
4679,1456308840,True,0.0,0.0,1,0,0,2,1,False
4680,1436258851,True,14.0,12.0,38,37,14,74,7,False
4681,1519903073,True,15.0,14.0,63,57,19,149,16,False
4682,1474047154,True,0.0,0.0,1,0,1,1,1,False
4683,1466447806,True,2.0,9.0,35,29,10,53,2,False
4684,1519333651,True,2.0,1.0,10,10,3,21,3,False
4685,1490704777,True,14.0,55.0,50,45,19,178,6,False
4686,1495788552,True,7.0,12.0,23,22,7,30,5,False
4687,1455887535,True,12.0,1.0,33,32,12,52,4,False
4688,1523976043,True,0.0,0.0,1,0,1,1,1,False
4692,1453833739,True,14.0,10.0,39,37,17,52,2,False
4693,1453991572,True,1.0,4.0,11,10,5,25,2,False
4695,1437021004,True,0.0,0.0,1,1,0,1,1,False
4696,1473432271,True,0.0,0.0,2,2,0,2,1,False
4697,1434786513,True,0.0,0.0,1,1,0,1,1,False
4698,1521980586,True,2.0,0.0,7,7,2,7,2,False
4699,1519560488,True,0.0,0.0,1,0,1,1,1,False
4700,1521650604,True,0.0,0.0,1,1,0,1,1,False
4701,1500083205,True,0.0,0.0,12,12,0,12,1,False
4702,1510059076,True,68.0,426.0,198,189,219,1685,58,True
4703,1436904110,True,1.0,0.0,13,12,2,19,1,False
4704,1479553132,True,15.0,7.0,59,55,15,131,9,False
4705,1436458733,True,1.0,0.0,1,1,1,1,1,False
4708,1436203798,True,0.0,0.0,1,1,0,1,1,False
4709,1482261853,True,15.0,76.0,97,52,19,226,18,False
4710,1450033287,True,0.0,0.0,2,2,0,4,1,False
4711,1457800147,True,10.0,49.0,32,29,12,61,2,False
4712,1510737154,True,0.0,0.0,68,45,23,112,17,False
4713,1510309629,True,12.0,25.0,51,43,21,169,5,False
4714,1509824761,True,0.0,0.0,1,1,0,1,1,False
4718,1519078066,True,0.0,0.0,95,91,4,130,3,False
4719,1440061056,True,0.0,0.0,1,1,0,1,1,False
4720,1442208680,True,2.0,0.0,8,8,2,9,1,False
4721,1509533075,True,6.0,11.0,31,25,12,68,10,False
4723,1495644268,True,0.0,0.0,1,0,0,1,1,False
4725,1435589275,True,0.0,0.0,1,1,0,1,1,False
4729,1458453093,True,11.0,45.0,50,42,17,353,32,False
4730,1446710787,True,1.0,0.0,4,4,1,4,1,False
4731,1449154725,True,0.0,0.0,9,8,0,11,1,False
4732,1435080934,True,7.0,23.0,36,28,8,86,3,False
4733,1476098461,True,0.0,0.0,28,20,0,34,5,False
4734,1486382017,True,0.0,0.0,24,18,1,84,33,False
4735,1507378277,True,9.0,2.0,26,26,9,26,1,False
4737,1478629052,True,65.0,70.0,196,185,78,526,7,True
4738,1506007419,True,26.0,101.0,81,73,60,309,62,False
4739,1511209503,True,0.0,0.0,1,1,0,1,1,False
4740,1440699665,True,0.0,0.0,1,0,0,1,1,False
4743,1497365690,True,0.0,0.0,10,8,0,16,2,False
4744,1504326187,True,77.0,50.0,196,196,87,522,27,True
4745,1482997312,True,64.0,20.0,189,179,83,285,4,True
4746,1474718076,True,2.0,0.0,14,13,2,77,7,False
4749,1505583053,True,0.0,0.0,2,2,0,2,1,False
4751,1524730975,False,54.0,51.0,142,141,67,294,17,False
4753,1513620114,True,2.0,0.0,10,10,2,10,1,False
4754,1514328563,True,2.0,3.0,9,6,4,12,1,False
4756,1513069275,True,78.0,40.0,190,190,89,416,21,True
4757,1515162080,True,0.0,0.0,1,1,0,1,1,False
4758,1524506359,False,20.0,70.0,63,57,36,143,10,False
4759,1526671196,False,0.0,0.0,2,2,0,2,1,False
4760,1524639139,False,14.0,58.0,32,28,33,55,3,False
4761,1526719369,False,0.0,0.0,1,0,1,1,1,False
4762,1512301210,True,52.0,53.0,159,127,73,1244,39,False
4764,1511975925,True,0.0,0.0,2,2,0,10,8,False
4766,1489501221,True,0.0,0.0,4,4,0,5,1,False
4767,1448528873,True,0.0,0.0,1,1,0,1,1,False
4768,1520798421,True,0.0,0.0,1,1,0,1,1,False
4769,1514888546,True,0.0,0.0,1,1,0,1,1,False
4770,1524777259,False,1.0,1.0,5,4,3,5,1,False
4772,1436436478,True,2.0,0.0,6,6,2,7,2,False
4773,1435073389,True,8.0,4.0,23,23,9,30,1,False
4774,1495179857,True,76.0,46.0,198,198,85,561,8,True
4776,1459606895,True,0.0,0.0,1,1,0,1,1,False
4778,1492445699,True,75.0,50.0,193,193,91,313,18,True
4779,1518535420,True,0.0,0.0,1,1,0,1,1,False
4781,1525963733,False,7.0,8.0,25,22,12,47,7,False
4782,1499150881,True,0.0,0.0,1,0,1,1,1,False
4783,1495814420,True,2.0,0.0,6,6,2,8,2,False
4784,1498189689,True,71.0,166.0,184,183,114,503,23,True
4786,1496062216,True,0.0,0.0,1,0,0,1,1,False
4787,1499791821,True,5.0,4.0,11,11,6,24,2,False
4792,1512654557,True,2.0,0.0,22,20,4,63,2,False
4793,1445954008,True,0.0,0.0,1,1,0,1,1,False
4794,1447005733,True,12.0,0.0,32,32,12,72,4,False
4795,1493131571,True,76.0,43.0,198,198,89,445,12,True
4796,1448517526,True,0.0,0.0,6,2,0,10,1,False
4798,1500362919,True,2.0,0.0,18,17,3,19,2,False
4799,1442652597,True,0.0,0.0,1,1,0,1,1,False
4802,1458060783,True,0.0,0.0,1,1,0,1,1,False
4803,1447592042,True,0.0,0.0,8,6,0,10,1,False
4804,1512387062,True,29.0,25.0,74,73,31,120,12,False
4806,1458052165,True,16.0,15.0,44,43,16,80,9,False
4808,1444137952,True,0.0,0.0,4,4,0,4,1,False
4809,1498062298,True,0.0,0.0,1,1,0,1,1,False
4810,1513035192,True,2.0,7.0,10,10,9,17,2,False
4811,1484387915,True,12.0,2.0,51,48,12,81,3,False
4812,1437139389,True,28.0,15.0,52,52,32,75,7,False
4814,1516727458,True,3.0,2.0,10,10,5,11,2,False
4817,1508489223,True,0.0,0.0,2,0,2,3,1,False
4819,1436885056,True,0.0,1.0,17,9,5,26,1,False
4821,1521035999,True,0.0,0.0,4,4,0,5,2,False
4822,1450695530,True,15.0,20.0,58,50,18,155,21,False
4823,1476277046,True,0.0,0.0,1,0,0,1,1,False
4824,1491780264,True,76.0,25.0,198,198,97,362,8,True
4825,1455090052,True,0.0,0.0,1,1,0,1,1,False
4826,1462526275,True,26.0,81.0,67,65,30,194,34,False
4827,1436807148,True,28.0,26.0,74,71,32,118,4,False
4828,1490904615,True,10.0,30.0,60,52,13,111,5,False
4830,1519424411,True,2.0,5.0,6,6,7,8,1,False
4831,1435578689,True,2.0,0.0,9,9,2,25,5,False
4833,1471860460,True,0.0,0.0,1,1,0,1,1,False
4834,1521451701,True,10.0,9.0,38,36,17,94,10,False
4837,1520854364,True,29.0,18.0,73,73,36,229,23,False
4838,1525772009,False,14.0,39.0,35,35,14,44,3,False
4840,1445003320,True,0.0,0.0,1,1,0,1,1,False
4841,1475753538,True,0.0,0.0,1,1,0,1,1,False
4842,1511171756,True,2.0,0.0,10,9,3,10,1,False
4843,1455034443,True,0.0,0.0,6,4,0,7,1,False
4844,1440927647,True,4.0,8.0,9,9,8,13,1,False
4847,1471484448,True,0.0,0.0,2,0,0,3,1,False
4850,1475754400,True,10.0,3.0,47,43,11,98,4,False
4851,1519725295,True,0.0,0.0,1,1,0,1,1,False
4852,1488426562,True,1.0,5.0,8,7,6,9,1,False
4853,1518750699,True,0.0,0.0,1,1,0,1,1,False
4854,1434454800,True,0.0,4.0,2,1,1,6,1,False
4855,1445449070,True,8.0,4.0,24,24,9,24,1,False
4856,1469833126,True,0.0,0.0,3,3,0,3,1,False
4859,1515410140,True,0.0,0.0,3,2,2,3,2,False
4860,1522330075,True,68.0,144.0,193,186,111,381,19,True
4861,1499602660,True,0.0,0.0,1,1,0,1,1,False
4862,1444154641,True,0.0,0.0,1,1,0,1,1,False
4864,1509693737,True,0.0,0.0,4,3,1,6,1,False
4865,1502224577,True,0.0,0.0,1,1,0,1,1,False
4867,1526127614,False,76.0,99.0,198,198,124,637,18,True
4868,1517322023,True,12.0,0.0,42,36,18,107,6,False
4869,1443697718,True,0.0,0.0,3,0,0,12,5,False
4870,1463906905,True,0.0,0.0,1,0,0,1,1,False
4871,1503392272,True,0.0,0.0,1,1,0,128,62,False
4873,1518891839,True,13.0,4.0,38,38,16,69,3,False
4874,1514365882,True,49.0,10.0,126,125,59,189,3,False
4875,1436019517,True,75.0,41.0,191,191,86,262,12,True
4877,1480103341,True,0.0,0.0,19,16,0,46,1,False
4879,1514353673,True,49.0,104.0,113,105,130,311,6,False
4880,1516303233,True,0.0,0.0,1,1,0,1,1,False
4881,1523548446,True,0.0,0.0,1,0,1,2,1,False
4883,1491422918,True,0.0,0.0,1,0,0,1,1,False
4884,1458415322,True,0.0,0.0,42,36,0,70,3,False
4886,1518109138,True,3.0,1.0,15,12,7,30,1,False
4887,1486921426,True,0.0,0.0,1,0,0,1,1,False
4889,1451279043,True,0.0,0.0,2,2,0,2,1,False
4890,1467202912,True,0.0,0.0,18,17,0,29,3,False
4891,1497820200,True,2.0,3.0,9,9,5,16,1,False
4892,1474452258,True,0.0,0.0,1,0,0,1,1,False
4893,1490074400,True,0.0,0.0,2,2,0,2,1,False
4894,1526058036,False,35.0,6.0,94,91,37,193,15,False
4895,1479244814,True,0.0,0.0,1,0,1,1,1,False
4898,1455610092,True,14.0,44.0,41,38,15,107,8,False
4899,1496907592,True,32.0,27.0,74,73,32,125,8,False
4900,1472658833,True,0.0,0.0,1,0,0,2,1,False
4902,1520157201,True,0.0,0.0,1,1,0,1,1,False
4903,1511360540,True,79.0,33.0,198,198,85,399,15,True
4905,1509908176,True,76.0,32.0,190,190,89,368,8,True
4906,1446972938,True,2.0,4.0,13,12,4,29,1,False
4907,1450964624,True,75.0,90.0,193,193,112,321,13,True
4908,1523167780,True,0.0,0.0,1,0,1,1,1,False
4909,1470520244,True,8.0,3.0,32,30,9,43,5,False
4911,1465855324,True,0.0,0.0,11,10,0,14,1,False
4912,1482779686,True,16.0,15.0,44,43,18,53,1,False
4914,1510347117,True,2.0,3.0,9,9,5,9,1,False
4917,1500485988,True,7.0,3.0,10,10,7,10,1,False
4918,1458423440,True,0.0,0.0,1,1,0,1,1,False
4919,1511339773,True,0.0,0.0,1,1,0,1,1,False
4920,1520870683,True,7.0,16.0,20,20,10,58,6,False
4921,1523991381,True,4.0,0.0,15,14,5,20,3,False
4922,1516653436,True,0.0,0.0,1,0,1,1,1,False
4923,1515159169,True,64.0,179.0,192,181,111,469,29,True
4925,1434391683,True,0.0,0.0,3,2,0,3,1,False
4929,1478254351,True,18.0,14.0,66,61,19,151,8,False
4930,1486032397,True,0.0,0.0,1,0,0,1,1,False
4931,1511518514,True,0.0,0.0,3,2,1,8,3,False
4933,1522314900,True,0.0,0.0,1,0,1,1,1,False
4934,1443182564,True,0.0,0.0,1,1,0,1,1,False
4935,1451781940,True,6.0,0.0,19,19,6,21,1,False
4936,1489666972,True,2.0,0.0,15,13,2,27,3,False
4939,1526322602,False,80.0,218.0,196,194,119,962,23,True
4942,1495559916,True,35.0,30.0,193,154,41,343,10,False
4943,1437076280,True,0.0,0.0,1,1,0,1,1,False
4944,1497504822,True,0.0,0.0,2,0,0,3,3,False
4945,1435335536,True,4.0,0.0,15,15,4,20,3,False
4946,1461761838,True,18.0,19.0,50,49,19,90,20,False
4947,1508328911,True,0.0,0.0,1,0,1,1,1,False
4949,1436794901,True,0.0,0.0,2,1,0,2,1,False
4950,1526753055,False,71.0,132.0,194,188,108,538,21,True
4952,1503812718,True,0.0,0.0,15,10,2,55,4,False
4954,1458897303,True,1.0,0.0,6,5,2,18,2,False
4955,1452382415,True,0.0,0.0,1,0,0,1,1,False
4956,1469455744,True,7.0,23.0,26,25,8,29,3,False
4957,1489594204,True,1.0,0.0,4,4,1,8,1,False
4958,1498205266,True,0.0,0.0,2,2,0,2,1,False
4959,1479569949,True,19.0,18.0,39,38,20,147,8,False
4961,1494023285,True,0.0,0.0,1,1,0,1,1,False
4962,1467024153,True,6.0,12.0,33,27,15,77,12,False
4963,1442820671,True,0.0,0.0,1,0,0,1,1,False
4964,1474581629,True,3.0,0.0,11,10,2,14,1,False
4965,1526324660,False,92.0,44.0,198,198,103,590,25,True
4966,1494839831,True,0.0,0.0,5,4,0,6,2,False
4967,1472828772,True,9.0,2.0,27,27,9,33,1,False
4969,1526755957,False,31.0,16.0,71,71,34,215,24,False
4970,1521378937,True,0.0,0.0,1,0,1,1,1,False
4971,1515240996,True,13.0,17.0,25,25,14,72,3,False
4972,1491151247,True,0.0,0.0,4,4,0,6,2,False
4973,1519507558,True,2.0,0.0,12,12,2,23,2,False
4974,1507057694,True,13.0,153.0,43,39,19,130,3,False
4975,1503126057,True,0.0,0.0,1,0,1,1,1,False
4977,1456235598,True,7.0,3.0,22,22,8,27,1,False
4978,1511439618,True,5.0,3.0,16,16,8,25,2,False
4979,1462223961,True,5.0,7.0,26,23,8,52,13,False
4980,1514644622,True,0.0,0.0,1,1,0,1,1,False
4981,1436263208,True,8.0,58.0,27,25,9,33,2,False
4983,1483459961,True,78.0,75.0,196,196,87,364,12,True
4984,1506241678,True,64.0,74.0,172,169,85,421,19,False
4987,1481686839,True,0.0,0.0,1,1,0,1,1,False
4988,1489438410,True,29.0,6.0,74,73,29,234,12,False
4989,1441482116,True,0.0,0.0,12,10,0,25,3,False
4990,1523605413,True,17.0,11.0,116,98,20,394,46,False
4991,1451204893,True,0.0,0.0,4,1,0,14,5,False
4994,1511173608,True,0.0,0.0,1,1,0,1,1,False
4995,1521022118,True,2.0,4.0,15,11,5,32,11,False
4996,1458079998,True,8.0,15.0,25,24,11,48,4,False
4998,1522256444,True,0.0,0.0,1,0,1,1,1,False
4999,1509488188,True,29.0,86.0,74,74,30,197,9,False
5000,1476960228,True,5.0,0.0,14,13,5,17,2,False
5001,1521384300,True,0.0,0.0,14,12,2,14,1,False
5002,1470982153,True,0.0,0.0,1,1,0,1,1,False
5003,1476001105,True,0.0,0.0,7,6,0,7,1,False
5004,1484639634,True,0.0,0.0,1,1,0,1,1,False
5005,1518708219,True,2.0,0.0,6,6,2,6,1,False
5006,1515845645,True,0.0,0.0,1,1,0,1,1,False
5007,1457792000,True,0.0,0.0,1,0,0,13,8,False
5009,1471523300,True,0.0,0.0,1,0,1,1,1,False
5010,1436872010,True,0.0,0.0,1,1,0,1,1,False
5011,1435008945,True,0.0,0.0,1,0,0,1,1,False
5013,1464370635,True,39.0,13.0,98,98,40,123,4,False
5014,1463830518,True,0.0,0.0,1,1,0,1,1,False
5015,1441698996,True,0.0,0.0,2,2,0,3,1,False
5016,1502769043,True,8.0,19.0,24,23,9,45,4,False
5017,1439482434,True,2.0,1.0,170,103,4,240,45,False
5019,1435131264,True,2.0,0.0,11,11,2,13,2,False
5020,1515179270,True,0.0,0.0,2,2,0,2,1,False
5021,1489595181,True,0.0,0.0,14,12,2,23,1,False
5022,1501104257,True,24.0,7.0,59,59,26,130,4,False
5023,1514272483,True,0.0,0.0,1,1,0,1,1,False
5024,1445807134,True,0.0,0.0,2,2,0,2,1,False
5027,1475601912,True,0.0,0.0,12,10,0,12,1,False
5029,1439580179,True,0.0,0.0,2,1,0,2,1,False
5032,1525373876,False,2.0,0.0,11,11,3,29,3,False
5033,1441712345,True,0.0,0.0,1,1,0,1,1,False
5035,1472659452,True,34.0,11.0,96,89,35,313,15,False
5036,1460567642,True,0.0,0.0,45,35,0,97,10,False
5038,1492601918,True,19.0,53.0,50,50,20,79,5,False
5040,1524283785,False,24.0,37.0,59,59,24,101,10,False
5042,1494959867,True,0.0,0.0,1,1,0,2,1,False
5043,1457136667,True,0.0,0.0,10,10,0,10,3,False
5044,1526152634,False,0.0,0.0,1,1,0,2,2,False
5049,1474669808,True,0.0,0.0,1,1,0,1,1,False
5050,1480653778,True,20.0,10.0,47,47,21,151,12,False
5051,1456251034,True,0.0,0.0,2,2,0,2,1,False
5052,1512199699,True,0.0,0.0,1,1,0,1,1,False
5053,1475304598,True,0.0,0.0,1,1,0,1,1,False
5054,1513197592,True,0.0,0.0,3,2,1,3,1,False
5056,1508623035,True,0.0,0.0,1,1,0,1,1,False
5057,1489565880,True,0.0,0.0,4,4,0,6,2,False
5058,1525950195,False,26.0,106.0,157,115,76,321,4,False
5059,1524064107,True,0.0,0.0,1,0,1,1,1,False
5061,1475415301,True,0.0,0.0,2,2,0,9,1,False
5062,1504202423,True,84.0,165.0,198,198,104,538,9,True
5063,1435434852,True,15.0,28.0,38,37,17,63,5,False
5065,1457893204,True,0.0,0.0,1,1,0,1,1,False
5067,1494617386,True,49.0,80.0,192,170,87,416,16,False
5068,1491038066,True,0.0,0.0,2,1,1,3,1,False
5070,1521045404,True,0.0,0.0,1,1,0,1,1,False
5071,1459340799,True,0.0,0.0,1,1,0,1,1,False
5073,1437466225,True,0.0,0.0,1,1,0,1,1,False
5074,1486477889,True,5.0,1.0,17,16,6,52,3,False
5075,1526733915,False,9.0,5.0,33,26,16,86,3,False
5076,1510805153,True,4.0,3.0,15,14,6,19,1,False
5078,1436266309,True,0.0,0.0,1,1,0,1,1,False
5079,1526164491,False,0.0,0.0,1,1,0,1,1,False
5080,1524936815,False,0.0,0.0,1,1,0,1,1,False
5081,1521216735,True,71.0,127.0,196,191,100,488,36,True
5082,1477152544,True,2.0,0.0,10,10,2,12,2,False
5083,1520967673,True,2.0,0.0,14,13,3,14,2,False
5085,1436800880,True,0.0,0.0,3,2,0,3,1,False
5086,1484466269,True,0.0,2.0,11,9,2,15,1,False
5087,1434440569,True,0.0,0.0,3,2,0,4,2,False
5088,1452095596,True,3.0,0.0,13,12,4,15,1,False
5092,1481088996,True,0.0,0.0,1,1,0,1,1,False
5094,1465760035,True,0.0,0.0,1,0,0,1,1,False
5096,1510662651,True,69.0,155.0,184,178,232,1608,33,True
5098,1452685388,True,6.0,3.0,19,19,6,21,1,False
5099,1508925145,True,0.0,0.0,1,0,1,1,1,False
5100,1434987031,True,8.0,2.0,29,28,9,42,2,False
5102,1518293023,True,9.0,43.0,41,36,17,152,7,False
5105,1498212920,True,15.0,37.0,44,41,16,143,5,False
5108,1473755059,True,0.0,0.0,1,0,0,1,1,False
5110,1513973168,True,2.0,1.0,13,12,4,22,1,False
5111,1518773619,True,68.0,57.0,193,185,92,723,33,True
5113,1436168239,True,8.0,4.0,24,24,8,30,3,False
5116,1521007408,True,0.0,0.0,1,1,0,1,1,False
5117,1475255089,True,5.0,0.0,22,21,5,34,1,False
5118,1434953554,True,2.0,0.0,8,8,2,13,2,False
5119,1473227677,True,8.0,17.0,25,24,10,69,21,False
5120,1525524594,False,19.0,26.0,56,54,24,142,23,False
5121,1525382448,False,31.0,27.0,83,82,35,161,18,False
5122,1517294690,True,2.0,0.0,8,8,2,12,1,False
5124,1525980688,False,2.0,0.0,10,10,2,21,3,False
5125,1464544729,True,20.0,26.0,48,48,20,88,4,False
5126,1517229553,True,76.0,96.0,198,197,144,446,12,True
5130,1496580335,True,0.0,0.0,8,6,0,10,1,False
5131,1508624057,True,29.0,16.0,70,70,33,83,5,False
5132,1466671009,True,0.0,0.0,1,1,0,7,7,False
5133,1490906666,True,0.0,0.0,2,0,1,3,2,False
5134,1523366299,True,40.0,6.0,102,102,42,162,6,False
5135,1481033807,True,0.0,0.0,1,1,0,1,1,False
5136,1520605368,True,8.0,2.0,28,27,9,40,5,False
5139,1518423862,True,0.0,0.0,1,1,0,1,1,False
5140,1445941692,True,1.0,0.0,4,4,1,7,1,False
5141,1477067204,True,8.0,26.0,25,24,9,52,10,False
5142,1524496585,False,47.0,73.0,118,118,73,248,17,False
5145,1516653119,True,0.0,0.0,1,1,0,1,1,False
5146,1457982167,True,2.0,0.0,7,7,2,8,1,False
5147,1504267981,True,0.0,0.0,1,0,1,2,1,False
5148,1445397906,True,0.0,0.0,1,1,0,1,1,False
5149,1475484258,True,0.0,0.0,1,1,0,1,1,False
5152,1510291373,True,0.0,0.0,2,1,2,3,1,False
5153,1468779646,True,0.0,0.0,2,2,0,3,1,False
5154,1474521178,True,5.0,1.0,16,16,6,17,1,False
5155,1460787924,True,0.0,0.0,1,1,0,1,1,False
5156,1450787172,True,28.0,10.0,66,66,32,140,12,False
5158,1435310275,True,0.0,0.0,1,1,0,1,1,False
5159,1519223980,True,0.0,0.0,1,1,0,1,1,False
5161,1462344440,True,0.0,0.0,2,2,0,2,1,False
5162,1511852812,True,0.0,0.0,1,1,0,1,1,False
5163,1475504355,True,0.0,0.0,1,0,0,2,1,False
5164,1449922619,True,0.0,0.0,1,1,0,2,2,False
5166,1517685633,True,10.0,6.0,34,33,12,67,3,False
5168,1526036572,False,0.0,0.0,1,1,0,1,1,False
5169,1459288783,True,4.0,9.0,14,13,7,34,1,False
5171,1520939752,True,4.0,2.0,23,23,4,24,2,False
5172,1500460468,True,1.0,0.0,5,4,2,6,1,False
5174,1500393509,True,41.0,25.0,106,105,56,183,12,False
5175,1462908312,True,5.0,2.0,35,33,6,63,6,False
5176,1436676493,True,0.0,0.0,1,0,0,1,1,False
5177,1525098019,False,0.0,0.0,7,4,3,8,1,False
5178,1446026592,True,11.0,11.0,37,35,17,44,4,False
5179,1514967450,True,0.0,0.0,1,1,0,1,1,False
5180,1462946837,True,0.0,0.0,1,1,0,1,1,False
5181,1523908086,True,3.0,0.0,21,17,6,27,2,False
5184,1522343237,True,0.0,0.0,1,1,0,1,1,False
5186,1436203475,True,0.0,0.0,2,2,0,2,1,False
5189,1436106134,True,15.0,33.0,48,44,21,158,7,False
5190,1513104552,True,0.0,0.0,4,3,1,6,1,False
5191,1510676165,True,4.0,10.0,16,15,6,28,5,False
5193,1459696532,True,0.0,0.0,1,1,0,1,1,False
5194,1496003183,True,0.0,0.0,13,9,2,25,1,False
5195,1458544309,True,0.0,0.0,1,1,0,1,1,False
5196,1486932445,True,12.0,80.0,186,129,32,465,19,False
5197,1504188081,True,0.0,0.0,1,0,1,1,1,False
5198,1526772750,False,0.0,0.0,1,1,0,1,1,False
5199,1509640650,True,0.0,0.0,1,1,0,1,1,False
5200,1479826730,True,0.0,0.0,1,0,0,1,1,False
5201,1461869550,True,15.0,21.0,55,44,22,92,2,False
5202,1518236254,True,0.0,0.0,1,0,1,1,1,False
5204,1443330826,True,0.0,0.0,1,1,0,1,1,False
5205,1501097562,True,44.0,10.0,121,121,45,244,36,False
5206,1516894513,True,1.0,0.0,11,10,2,51,11,False
5209,1525814436,False,7.0,4.0,22,21,8,53,2,False
5211,1446368499,True,0.0,0.0,1,1,0,1,1,False
5212,1516304780,True,73.0,58.0,191,187,127,1152,88,True
